,Id,neg,neu,pos,compound,Date,User,Tweet,Comment,RT,Like
297,KevinVst,0.059,0.941,0.0,-0.34,2022-10-15 19:49:32+00:00,HieroBabe,"@armandtrx @yann14730 @SingezLeo @Tofeur_F1 Il y a une nouvelle mode d’être a fond derrière l’état de la batterie. Ça n’a aucun sens, avant on chargeait nos iPhone en 1h30 et ça tenait la journée tout au plus. Ajd en 45 min c’est chargé pour 1j voir plus de charge et on se plein pcq il n’est plus à 100% au bout de 4 mois",1,0,0
298,Naa_llia,0.0,1.0,0.0,0.0,2022-10-15 19:49:31+00:00,Invinsed,"@jusquaudrnierg @RoyBattySF @Tofeur_F1 N'importe quoi j'ai les moyens d'acheter le meilleur iPhone et jamais j'achèterai une daube pareille, bah oui parce que là tu compares une clio à une Porsche mais si t'achètes une Maserati avec un meilleur rapport qualité prix au final t'auras une très bonne voiture pour - cher",0,0,0
299,mvmo93,0.0,1.0,0.0,0.0,2022-10-15 19:48:44+00:00,XB75015,@thierrycre @InsoumisJeunes Vous avez oublié un iPhone,0,0,0
300,rotidebluff,0.0,1.0,0.0,0.0,2022-10-15 19:47:25+00:00,Mohamrakatakou,"@hxlyruu @NovaRmi1 @Tofeur_F1 Le s9 n était pas vraiment ouf 
Vu que c est à partie des iPhone x qu iPhone à ramené ses puces A11 etc....
Mtn prend un s22 c est le jour et la nuit",1,0,8
301,Xplorion2001,0.0,1.0,0.0,0.0,2022-10-15 19:47:21+00:00,JulienDeTours,"J'ai deviné le mot du jour en 2 essais

🟥🟡🟦🟦🟡🟦🟥
🟥🟥🟥🟥🟥🟥🟥

Sutom pour iPhone
https://t.co/sxekY7mg4r",0,0,0
302,JELT169,0.058,0.942,0.0,-0.2732,2022-10-15 19:47:13+00:00,VotreRoi_,@cstaaaf J'ai du mal oui mdr même si qualité photo &gt;&gt;&gt; mais ce que j'aime le plus chez Iphone c'est la facilité à changer l'écran mdr vu mon taff,0,0,0
303,AquaHoshiino,0.0,1.0,0.0,0.0,2022-10-15 19:46:41+00:00,melegimceline,@Tofeur_F1 Pareil je me suis acheté l’iPhone 13 mercredi car moins cher et je ne regrette pas une minute comment j’ai pu attendre 15 ans avec Samsung ou xiaomi,1,0,0
304,flayz29,0.048,0.952,0.0,-0.128,2022-10-15 19:45:31+00:00,pika_as2pik,"@JnnJss Oui tout les nouveaux iPhone ont iso16 embarqué.
Mais depuis la sortie de IOS 16 il y deja u d'autre release d'où ma question",1,0,0
305,TdugamerxX,0.0,1.0,0.0,0.0,2022-10-15 19:44:12+00:00,PetitesCrapules,@laflecheblonde @bougis94 10cts lol je kiffe l’iPhone mais son correcteur moyen 😂,0,0,1
306,cxmi_mi,0.0,1.0,0.0,0.0,2022-10-15 19:40:53+00:00,scy97s,"je voulais installer la dernière maj de l’iphone mais putain 3,11 Go ??? https://t.co/T3FlcakM7f",0,0,0
307,VSoccerGameShow,0.0,1.0,0.0,0.0,2022-10-15 19:40:23+00:00,medi__213,Ça coûte cb de reparer son connecteur de charge d’iPhone?,2,0,0
308,djibrilr9,0.0,1.0,0.0,0.0,2022-10-15 19:39:51+00:00,FireTeaMFr,La mise à jour iOS 16.0.3 est disponible ! #ios16 #iphone #apple https://t.co/zhRVq1eRBN,0,0,0
309,cdr9_,0.0,1.0,0.0,0.0,2022-10-15 19:39:39+00:00,SinbadBoi_,"C’est fou comme mon iPhone 11 se met a bug tout seul sans raison depuis 1 semaine, du jour au lendemain il commence des phases bizarres",13,0,34
310,moul_ribab,0.0,1.0,0.0,0.0,2022-10-15 19:39:07+00:00,MarianaFrancoLT,Quiero un iPhone 7 Plus,0,0,0
311,trflgarDlaw,0.0,1.0,0.0,0.0,2022-10-15 19:38:56+00:00,TonyDucrocq,"@Tofeur_F1 Auto persuasion pour justifier la vente de ton rein ? 😂
Blague à part j’ai été dans le même cas que toi il y a 3 ans. mais mon iPhone vieillit et je vais devoir le remplacer par un Android… ça va être difficile 😥 Mais les nouveaux tarifs c’est juste pas possible!",1,0,0
